FIPStxt,State,Area name,Year,POP_ESTIMATE
18105,IN,Monroe County,2017,146638
18107,IN,Montgomery County,2017,38343
18109,IN,Morgan County,2017,69793
18111,IN,Newton County,2017,14027
18113,IN,Noble County,2017,47329
18115,IN,Ohio County,2017,5854
18117,IN,Orange County,2017,19423
18119,IN,Owen County,2017,20791
18121,IN,Parke County,2017,16907
18123,IN,Perry County,2017,18978
18125,IN,Pike County,2017,12315
18127,IN,Porter County,2017,168495
18129,IN,Posey County,2017,25569
18131,IN,Pulaski County,2017,12529
18133,IN,Putnam County,2017,37363
18135,IN,Randolph County,2017,24907
18137,IN,Ripley County,2017,28428
18139,IN,Rush County,2017,16643
18141,IN,St. Joseph County,2017,270057
18143,IN,Scott County,2017,23793
18145,IN,Shelby County,2017,44367
18147,IN,Spencer County,2017,20440
18149,IN,Starke County,2017,22935
18151,IN,Steuben County,2017,34384
18153,IN,Sullivan County,2017,20700
18155,IN,Switzerland County,2017,10686
18157,IN,Tippecanoe County,2017,191199
18159,IN,Tipton County,2017,15137
18161,IN,Union County,2017,7159
18163,IN,Vanderburgh County,2017,180954
18165,IN,Vermillion County,2017,15503
18167,IN,Vigo County,2017,107569
18169,IN,Wabash County,2017,31380
18171,IN,Warren County,2017,8204
18173,IN,Warrick County,2017,62401
18175,IN,Washington County,2017,27771
18177,IN,Wayne County,2017,66179
18179,IN,Wells County,2017,27958
18181,IN,White County,2017,24163
18183,IN,Whitley County,2017,33722
19000,IA,Iowa,2017,3141550
19001,IA,Adair County,2017,7051
19003,IA,Adams County,2017,3657
19005,IA,Allamakee County,2017,13803
19007,IA,Appanoose County,2017,12353
19009,IA,Audubon County,2017,5550
19011,IA,Benton County,2017,25656
19013,IA,Black Hawk County,2017,132238
19015,IA,Boone County,2017,26443
19017,IA,Bremer County,2017,24823
19019,IA,Buchanan County,2017,21126
19021,IA,Buena Vista County,2017,20144
19023,IA,Butler County,2017,14592
19025,IA,Calhoun County,2017,9729
19027,IA,Carroll County,2017,20274
19029,IA,Cass County,2017,13144
19031,IA,Cedar County,2017,18490
19033,IA,Cerro Gordo County,2017,42999
19035,IA,Cherokee County,2017,11307
19037,IA,Chickasaw County,2017,12002
19039,IA,Clarke County,2017,9396
19041,IA,Clay County,2017,16141
19043,IA,Clayton County,2017,17648
19045,IA,Clinton County,2017,46874
19047,IA,Crawford County,2017,17076
19049,IA,Dallas County,2017,87208
19051,IA,Davis County,2017,8969
19053,IA,Decatur County,2017,7947
19055,IA,Delaware County,2017,17143
19057,IA,Des Moines County,2017,39326
19059,IA,Dickinson County,2017,17141
19061,IA,Dubuque County,2017,97066
19063,IA,Emmet County,2017,9422
19065,IA,Fayette County,2017,19687
19067,IA,Floyd County,2017,15767
19069,IA,Franklin County,2017,10160
19071,IA,Fremont County,2017,6930
19073,IA,Greene County,2017,8954
19075,IA,Grundy County,2017,12298
19077,IA,Guthrie County,2017,10645
19079,IA,Hamilton County,2017,15032
19081,IA,Hancock County,2017,10756
19083,IA,Hardin County,2017,17073
19085,IA,Harrison County,2017,14107
19087,IA,Henry County,2017,20044
19089,IA,Howard County,2017,9229
19091,IA,Humboldt County,2017,9569
19093,IA,Ida County,2017,6869
19095,IA,Iowa County,2017,16133
19097,IA,Jackson County,2017,19382
19099,IA,Jasper County,2017,36995
19101,IA,Jefferson County,2017,18219
19103,IA,Johnson County,2017,149325
19105,IA,Jones County,2017,20618
19107,IA,Keokuk County,2017,10141
19109,IA,Kossuth County,2017,14939
19111,IA,Lee County,2017,34216
19113,IA,Linn County,2017,224379
19115,IA,Louisa County,2017,11195
19117,IA,Lucas County,2017,8533
19119,IA,Lyon County,2017,11785
19121,IA,Madison County,2017,16000
19123,IA,Mahaska County,2017,22211
19125,IA,Marion County,2017,33091
19127,IA,Marshall County,2017,40078
19129,IA,Mills County,2017,15060
19131,IA,Mitchell County,2017,10563
19133,IA,Monona County,2017,8724
19135,IA,Monroe County,2017,7798
19137,IA,Montgomery County,2017,10112
19139,IA,Muscatine County,2017,42872
19141,IA,O'Brien County,2017,13774
19143,IA,Osceola County,2017,6021
19145,IA,Page County,2017,15213
19147,IA,Palo Alto County,2017,9052
19149,IA,Plymouth County,2017,25060
19151,IA,Pocahontas County,2017,6833
19153,IA,Polk County,2017,480487
19155,IA,Pottawattamie County,2017,93416
19157,IA,Poweshiek County,2017,18334
19159,IA,Ringgold County,2017,5024
19161,IA,Sac County,2017,9803
19163,IA,Scott County,2017,172448
19165,IA,Shelby County,2017,11574
19167,IA,Sioux County,2017,34781
19169,IA,Story County,2017,97278
19171,IA,Tama County,2017,17029
19173,IA,Taylor County,2017,6095
19175,IA,Union County,2017,12459
19177,IA,Van Buren County,2017,7155
19179,IA,Wapello County,2017,35022
19181,IA,Warren County,2017,50078
19183,IA,Washington County,2017,22204
19185,IA,Wayne County,2017,6492
19187,IA,Webster County,2017,36637
19189,IA,Winnebago County,2017,10573
19191,IA,Winneshiek County,2017,20129
19193,IA,Woodbury County,2017,102132
19195,IA,Worth County,2017,7455
19197,IA,Wright County,2017,12765
20000,KS,Kansas,2017,2908718
20001,KS,Allen County,2017,12555
20003,KS,Anderson County,2017,7833
20005,KS,Atchison County,2017,16298
20007,KS,Barber County,2017,4570
20009,KS,Barton County,2017,26394
20011,KS,Bourbon County,2017,14609
20013,KS,Brown County,2017,9609
20015,KS,Butler County,2017,66845
20017,KS,Chase County,2017,2651
20019,KS,Chautauqua County,2017,3315
20021,KS,Cherokee County,2017,20129
20023,KS,Cheyenne County,2017,2684
20025,KS,Clark County,2017,1995
20027,KS,Clay County,2017,8006
20029,KS,Cloud County,2017,8912
20031,KS,Coffey County,2017,8228
20033,KS,Comanche County,2017,1759
20035,KS,Cowley County,2017,35297
20037,KS,Crawford County,2017,38925
20039,KS,Decatur County,2017,2863
20041,KS,Dickinson County,2017,18829
20043,KS,Doniphan County,2017,7657
20045,KS,Douglas County,2017,120281
20047,KS,Edwards County,2017,2873
20049,KS,Elk County,2017,2514
20051,KS,Ellis County,2017,28735
20053,KS,Ellsworth County,2017,6284
20055,KS,Finney County,2017,36720
20057,KS,Ford County,2017,34218
20059,KS,Franklin County,2017,25631
20061,KS,Geary County,2017,33774
20063,KS,Gove County,2017,2622
20065,KS,Graham County,2017,2485
20067,KS,Grant County,2017,7490
20069,KS,Gray County,2017,6018
20071,KS,Greeley County,2017,1226
20073,KS,Greenwood County,2017,6067
20075,KS,Hamilton County,2017,2616
20077,KS,Harper County,2017,5580
20079,KS,Harvey County,2017,34373
20081,KS,Haskell County,2017,4019
20083,KS,Hodgeman County,2017,1863
20085,KS,Jackson County,2017,13332
20087,KS,Jefferson County,2017,18932
20089,KS,Jewell County,2017,2857
20091,KS,Johnson County,2017,591305
20093,KS,Kearny County,2017,3935
20095,KS,Kingman County,2017,7275
20097,KS,Kiowa County,2017,2486
20099,KS,Labette County,2017,20129
20101,KS,Lane County,2017,1548
20103,KS,Leavenworth County,2017,81109
20105,KS,Lincoln County,2017,3043
20107,KS,Linn County,2017,9697
20109,KS,Logan County,2017,2814
20111,KS,Lyon County,2017,33257
20113,KS,McPherson County,2017,28687
20115,KS,Marion County,2017,11945
20117,KS,Marshall County,2017,9687
20119,KS,Meade County,2017,4230
20121,KS,Miami County,2017,33429
20123,KS,Mitchell County,2017,6137
20125,KS,Montgomery County,2017,32390
20127,KS,Morris County,2017,5467
20129,KS,Morton County,2017,2747
20131,KS,Nemaha County,2017,10060
20133,KS,Neosho County,2017,16094
20135,KS,Ness County,2017,2856
20137,KS,Norton County,2017,5421
20139,KS,Osage County,2017,15842
20141,KS,Osborne County,2017,3539
20143,KS,Ottawa County,2017,5817
20145,KS,Pawnee County,2017,6665
20147,KS,Phillips County,2017,5370
20149,KS,Pottawatomie County,2017,23916
20151,KS,Pratt County,2017,9500
20153,KS,Rawlins County,2017,2473
20155,KS,Reno County,2017,62714
20157,KS,Republic County,2017,4654
20159,KS,Rice County,2017,9563
20161,KS,Riley County,2017,73977
20163,KS,Rooks County,2017,5055
20165,KS,Rush County,2017,3048
20167,KS,Russell County,2017,6930
20169,KS,Saline County,2017,54508
20171,KS,Scott County,2017,4928
20173,KS,Sedgwick County,2017,513176
20175,KS,Seward County,2017,22245
20177,KS,Shawnee County,2017,178056
20179,KS,Sheridan County,2017,2526
20181,KS,Sherman County,2017,5936
20183,KS,Smith County,2017,3615
20185,KS,Stafford County,2017,4186
20187,KS,Stanton County,2017,2055
20189,KS,Stevens County,2017,5551
20191,KS,Sumner County,2017,23117
20193,KS,Thomas County,2017,7821
20195,KS,Trego County,2017,2843
20197,KS,Wabaunsee County,2017,6832
20199,KS,Wallace County,2017,1515
20201,KS,Washington County,2017,5479
20203,KS,Wichita County,2017,2121
20205,KS,Wilson County,2017,8707
20207,KS,Woodson County,2017,3130
20209,KS,Wyandotte County,2017,165087
21000,KY,Kentucky,2017,4452268
21001,KY,Adair County,2017,19287
21003,KY,Allen County,2017,20903
21005,KY,Anderson County,2017,22545
21007,KY,Ballard County,2017,8018
21009,KY,Barren County,2017,43746
21011,KY,Bath County,2017,12381
21013,KY,Bell County,2017,26863
21015,KY,Boone County,2017,130952
21017,KY,Bourbon County,2017,20092
21019,KY,Boyd County,2017,47808
21021,KY,Boyle County,2017,29972
21023,KY,Bracken County,2017,8285
21025,KY,Breathitt County,2017,12929
21027,KY,Breckinridge County,2017,20131
21029,KY,Bullitt County,2017,80269
21031,KY,Butler County,2017,12778
21033,KY,Caldwell County,2017,12666
21035,KY,Calloway County,2017,38832
21037,KY,Campbell County,2017,92878
21039,KY,Carlisle County,2017,4788
21041,KY,Carroll County,2017,10714
21043,KY,Carter County,2017,27214
21045,KY,Casey County,2017,15818
21047,KY,Christian County,2017,71024
21049,KY,Clark County,2017,35899
21051,KY,Clay County,2017,20251
21053,KY,Clinton County,2017,10212
21055,KY,Crittenden County,2017,8999
21057,KY,Cumberland County,2017,6710
21059,KY,Daviess County,2017,100461
21061,KY,Edmonson County,2017,12226
21063,KY,Elliott County,2017,7493
21065,KY,Estill County,2017,14178
21067,KY,Fayette County,2017,321964
21069,KY,Fleming County,2017,14439
21071,KY,Floyd County,2017,36296
21073,KY,Franklin County,2017,50492
21075,KY,Fulton County,2017,6163
21077,KY,Gallatin County,2017,8720
21079,KY,Garrard County,2017,17449
21081,KY,Grant County,2017,24973
21083,KY,Graves County,2017,37190
21085,KY,Grayson County,2017,26286
21087,KY,Green County,2017,11036
21089,KY,Greenup County,2017,35514
21091,KY,Hancock County,2017,8778
21093,KY,Hardin County,2017,108161
21095,KY,Harlan County,2017,26676
21097,KY,Harrison County,2017,18735
21099,KY,Hart County,2017,18745
21101,KY,Henderson County,2017,45867
21103,KY,Henry County,2017,15972
21105,KY,Hickman County,2017,4518
21107,KY,Hopkins County,2017,45293
21109,KY,Jackson County,2017,13422
21111,KY,Jefferson County,2017,769828
21113,KY,Jessamine County,2017,53259
21115,KY,Johnson County,2017,22606
21117,KY,Kenton County,2017,165608
21119,KY,Knott County,2017,15244
21121,KY,Knox County,2017,31444
21123,KY,Larue County,2017,14196
21125,KY,Laurel County,2017,60317
21127,KY,Lawrence County,2017,15756
21129,KY,Lee County,2017,6602
21131,KY,Leslie County,2017,10310
21133,KY,Letcher County,2017,22303
21135,KY,Lewis County,2017,13363
21137,KY,Lincoln County,2017,24495
21139,KY,Livingston County,2017,9249
21141,KY,Logan County,2017,27003
21143,KY,Lyon County,2017,8261
21145,KY,McCracken County,2017,65364
21147,KY,McCreary County,2017,17372
21149,KY,McLean County,2017,9216
21151,KY,Madison County,2017,91170
21153,KY,Magoffin County,2017,12519
21155,KY,Marion County,2017,19276
21157,KY,Marshall County,2017,31318
21159,KY,Martin County,2017,11492
21161,KY,Mason County,2017,17192
21163,KY,Meade County,2017,28033
21165,KY,Menifee County,2017,6465
21167,KY,Mercer County,2017,21542
21169,KY,Metcalfe County,2017,10093
21171,KY,Monroe County,2017,10597
21173,KY,Montgomery County,2017,27913
21175,KY,Morgan County,2017,13230
21177,KY,Muhlenberg County,2017,30925
21179,KY,Nelson County,2017,45591
21181,KY,Nicholas County,2017,7160
21183,KY,Ohio County,2017,24116
21185,KY,Oldham County,2017,66557
21187,KY,Owen County,2017,10794
21189,KY,Owsley County,2017,4402
21191,KY,Pendleton County,2017,14602
21193,KY,Perry County,2017,26586
21195,KY,Pike County,2017,58905
21197,KY,Powell County,2017,12297
21199,KY,Pulaski County,2017,64314
21201,KY,Robertson County,2017,2120
21203,KY,Rockcastle County,2017,16778
21205,KY,Rowan County,2017,24514
21207,KY,Russell County,2017,17723
21209,KY,Scott County,2017,54782
21211,KY,Shelby County,2017,47209
21213,KY,Simpson County,2017,18046
21215,KY,Spencer County,2017,18619
21217,KY,Taylor County,2017,25544
21219,KY,Todd County,2017,12177
21221,KY,Trigg County,2017,14418
21223,KY,Trimble County,2017,8521
21225,KY,Union County,2017,14620
21227,KY,Warren County,2017,129074
21229,KY,Washington County,2017,11880
21231,KY,Wayne County,2017,20628
21233,KY,Webster County,2017,13012
21235,KY,Whitley County,2017,36074
21237,KY,Wolfe County,2017,7248
21239,KY,Woodford County,2017,26385
22000,LA,Louisiana,2017,4670560
22001,LA,Acadia Parish,2017,62559
22003,LA,Allen Parish,2017,25583
22005,LA,Ascension Parish,2017,123177
22007,LA,Assumption Parish,2017,22568
22009,LA,Avoyelles Parish,2017,40836
22011,LA,Beauregard Parish,2017,36847
22013,LA,Bienville Parish,2017,13631
22015,LA,Bossier Parish,2017,126959
22017,LA,Caddo Parish,2017,245935
22019,LA,Calcasieu Parish,2017,202466
22021,LA,Caldwell Parish,2017,9959
22023,LA,Cameron Parish,2017,6944
22025,LA,Catahoula Parish,2017,9830
22027,LA,Claiborne Parish,2017,15953
22029,LA,Concordia Parish,2017,19846
22031,LA,De Soto Parish,2017,27267
22033,LA,East Baton Rouge Parish,2017,444511
22035,LA,East Carroll Parish,2017,7111
22037,LA,East Feliciana Parish,2017,19380
22039,LA,Evangeline Parish,2017,33663
22041,LA,Franklin Parish,2017,20256
22043,LA,Grant Parish,2017,22296
22045,LA,Iberia Parish,2017,71982
22047,LA,Iberville Parish,2017,32906
22049,LA,Jackson Parish,2017,15898
22051,LA,Jefferson Parish,2017,436126
22053,LA,Jefferson Davis Parish,2017,31480
22055,LA,Lafayette Parish,2017,241756
22057,LA,Lafourche Parish,2017,98123
22059,LA,LaSalle Parish,2017,14887
22061,LA,Lincoln Parish,2017,47471
22063,LA,Livingston Parish,2017,137712
22065,LA,Madison Parish,2017,11342
22067,LA,Morehouse Parish,2017,25655
22069,LA,Natchitoches Parish,2017,39042
22071,LA,Orleans Parish,2017,391493
22073,LA,Ouachita Parish,2017,155841
22075,LA,Plaquemines Parish,2017,23348
22077,LA,Pointe Coupee Parish,2017,22164
22079,LA,Rapides Parish,2017,131253
22081,LA,Red River Parish,2017,8527
22083,LA,Richland Parish,2017,20413
22085,LA,Sabine Parish,2017,23909
22087,LA,St. Bernard Parish,2017,46110
22089,LA,St. Charles Parish,2017,52620
22091,LA,St. Helena Parish,2017,10322
22093,LA,St. James Parish,2017,21380
22095,LA,St. John the Baptist Parish,2017,43328
22097,LA,St. Landry Parish,2017,83535
22099,LA,St. Martin Parish,2017,54066
22101,LA,St. Mary Parish,2017,50708
22103,LA,St. Tammany Parish,2017,255921
22105,LA,Tangipahoa Parish,2017,132353
22107,LA,Tensas Parish,2017,4574
22109,LA,Terrebonne Parish,2017,111823
22111,LA,Union Parish,2017,22398
22113,LA,Vermilion Parish,2017,59936
22115,LA,Vernon Parish,2017,49789
22117,LA,Washington Parish,2017,46649
22119,LA,Webster Parish,2017,39264
22121,LA,West Baton Rouge Parish,2017,26184
22123,LA,West Carroll Parish,2017,10974
22125,LA,West Feliciana Parish,2017,15371
22127,LA,Winn Parish,2017,14350
23000,ME,Maine,2017,1334612
23001,ME,Androscoggin County,2017,107399
23003,ME,Aroostook County,2017,67609
23005,ME,Cumberland County,2017,292181
23007,ME,Franklin County,2017,29799
23009,ME,Hancock County,2017,54539
23011,ME,Kennebec County,2017,121913
23013,ME,Knox County,2017,39759
23015,ME,Lincoln County,2017,34215
23017,ME,Oxford County,2017,57534
23019,ME,Penobscot County,2017,151645
23021,ME,Piscataquis County,2017,16804
23023,ME,Sagadahoc County,2017,35436
23025,ME,Somerset County,2017,50351
23027,ME,Waldo County,2017,39772
23029,ME,Washington County,2017,31374
23031,ME,York County,2017,204282
24000,MD,Maryland,2017,6023868
24001,MD,Allegany County,2017,71352
24003,MD,Anne Arundel County,2017,571339
24005,MD,Baltimore County,2017,828645
24009,MD,Calvert County,2017,91435
24011,MD,Caroline County,2017,33096
24013,MD,Carroll County,2017,167547
24015,MD,Cecil County,2017,102394
24017,MD,Charles County,2017,159450
24019,MD,Dorchester County,2017,32105
24021,MD,Frederick County,2017,250622
24023,MD,Garrett County,2017,29242
24025,MD,Harford County,2017,251858
24027,MD,Howard County,2017,319251
24029,MD,Kent County,2017,19442
24031,MD,Montgomery County,2017,1046822
24033,MD,Prince George's County,2017,909705
24035,MD,Queen Anne's County,2017,49586
24037,MD,St. Mary's County,2017,112487
24039,MD,Somerset County,2017,25896
24041,MD,Talbot County,2017,37033
24043,MD,Washington County,2017,150169
24045,MD,Wicomico County,2017,102252
24047,MD,Worcester County,2017,51659
24510,MD,Baltimore city,2017,610481
25000,MA,Massachusetts,2017,6859789
25001,MA,Barnstable County,2017,213581
25003,MA,Berkshire County,2017,126353
25005,MA,Bristol County,2017,560941
25007,MA,Dukes County,2017,17311
25009,MA,Essex County,2017,784453
25011,MA,Franklin County,2017,70605
25013,MA,Hampden County,2017,467705
25015,MA,Hampshire County,2017,161077
25017,MA,Middlesex County,2017,1603943
25019,MA,Nantucket County,2017,11205
25021,MA,Norfolk County,2017,700599
25023,MA,Plymouth County,2017,515461
25025,MA,Suffolk County,2017,800806
25027,MA,Worcester County,2017,825749
26000,MI,Michigan,2017,9973114
26001,MI,Alcona County,2017,10309
